orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
3357	YIR036C		tagged	visualized	TAP visualized	1620	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4163	YIR037W	HYR1	tagged	visualized	TAP visualized	8120	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3594	YIR038C	GTT1	tagged	visualized	TAP visualized	technical problem	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3432	YJL001W	PRE3	tagged	visualized	TAP visualized	7250	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5733	YJL002C	OST1	tagged	visualized	TAP visualized	11900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6122	YJL004C	SYS1	tagged	visualized	TAP visualized	238	NA	early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
5223	YJL005W	CYR1	tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2876	YJL006C	CTK2	tagged	visualized	TAP visualized	1590	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1000	YJL010C		tagged	visualized	TAP visualized	2930	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
4182	YJL011C	RPC17	tagged	visualized	TAP visualized	2930	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5163	YJL012C-A		tagged	visualized	TAP visualized	8710	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1609	YJL013C	MAD3	tagged	visualized	TAP visualized	3170	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4101	YJL016W		tagged	visualized	TAP visualized	3360	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2862	YJL017W		tagged	visualized	TAP visualized	172	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4957	YJL018W		tagged	visualized	TAP visualized	4510	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2554	YJL021C		tagged	visualized	TAP visualized	2610	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
6086	YJL024C	APS3	tagged	visualized	TAP visualized	1240	NA	punctate composite,early Golgi	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
1613	YJL025W	RRN7	tagged	visualized	TAP visualized	398	110.0	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
2316	YJL026W	RNR2	tagged	visualized	TAP visualized	538	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5396	YJL029C	VPS53	tagged	visualized	TAP visualized	low signal	NA	punctate composite,early Golgi	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
3915	YJL030W	MAD2	tagged	visualized	TAP visualized	1110	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
723	YJL033W	HCA4	tagged	visualized	TAP visualized	7900	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
954	YJL034W	KAR2	tagged	visualized	TAP visualized	337000	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3460	YJL035C	TAD2	tagged	visualized	TAP visualized	830	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2176	YJL036W	SNX4	tagged	visualized	TAP visualized	450	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
5233	YJL039C	NUP192	tagged	visualized	TAP visualized	2520	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5377	YJL041W	NSP1	tagged	visualized	TAP visualized	2400	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
123	YJL042W	MHP1	tagged	visualized	TAP visualized	279	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3399	YJL043W		tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1943	YJL044C	GYP6	tagged	visualized	TAP visualized	2990	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
581	YJL047C	RTT101	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2332	YJL048C		tagged	visualized	TAP visualized	1340	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
305	YJL050W	MTR4	tagged	visualized	TAP visualized	12500	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
2811	YJL052W	TDH1	tagged	visualized	TAP visualized	120000	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5851	YJL053W	PEP8	tagged	visualized	not TAP visualized	not visualized	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
5731	YJL054W	TIM54	tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3503	YJL055W		tagged	visualized	TAP visualized	6440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
522	YJL056C	ZAP1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
997	YJL057C	IKS1	tagged	visualized	TAP visualized	892	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1485	YJL058C	BIT61	tagged	visualized	TAP visualized	1960	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2038	YJL060W	BNA3	tagged	visualized	TAP visualized	1600	NA	cytoplasm,mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5450	YJL061W	NUP82	tagged	visualized	TAP visualized	9470	2180.0	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5391	YJL062W	LAS21	tagged	visualized	TAP visualized	259	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5109	YJL062W-A		tagged	visualized	TAP visualized	2530	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3559	YJL063C	MRPL8	tagged	visualized	TAP visualized	3030	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4130	YJL065C		tagged	visualized	TAP visualized	3390	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3441	YJL066C	MPM1	tagged	visualized	TAP visualized	3390	NA	ambiguous,mitochondrion	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3067	YJL068C		tagged	visualized	TAP visualized	1750	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1238	YJL069C	UTP18	tagged	visualized	TAP visualized	9570	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
507	YJL070C		tagged	visualized	TAP visualized	1100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1339	YJL071W	ARG2	tagged	visualized	TAP visualized	112	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
183	YJL074C	SMC3	tagged	visualized	TAP visualized	2660	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
207	YJL076W	NET1	tagged	visualized	TAP visualized	1590	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
518	YJL078C	PRY3	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3068	YJL079C	PRY1	tagged	visualized	TAP visualized	556	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5273	YJL080C	SCP160	tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1757	YJL081C	ARP4	tagged	visualized	TAP visualized	1070	308.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
817	YJL082W	IML2	tagged	visualized	TAP visualized	4980	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
331	YJL084C		tagged	visualized	TAP visualized	49.2	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5518	YJL085W	EXO70	tagged	visualized	TAP visualized	4280	340.0	bud neck,cell periphery,bud	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T		
613	YJL087C	TRL1	tagged	visualized	TAP visualized	3110	56.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2767	YJL088W	ARG3	tagged	visualized	TAP visualized	1140	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
741	YJL090C	DPB11	tagged	visualized	TAP visualized	540	55.4	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5708	YJL091C	GWT1	tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
218	YJL092W	HPR5	tagged	visualized	TAP visualized	5190	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
93	YJL095W	BCK1	tagged	visualized	TAP visualized	112	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3662	YJL096W	MRPL49	tagged	visualized	TAP visualized	1840	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6092	YJL097W		tagged	visualized	TAP visualized	technical problem	NA	ER,vacuole	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
320	YJL098W	SAP185	tagged	visualized	TAP visualized	11200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
788	YJL099W	CHS6	tagged	visualized	TAP visualized	1180	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
965	YJL101C	GSH1	tagged	visualized	TAP visualized	5130	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
624	YJL102W	MEF2	tagged	visualized	TAP visualized	1730	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4287	YJL104W	MIA1	tagged	visualized	TAP visualized	3180	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2395	YJL107C		tagged	visualized	TAP visualized	1480	NA		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
46	YJL109C	UTP10	tagged	visualized	TAP visualized	18200	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
1452	YJL110C	GZF3	tagged	visualized	TAP visualized	319	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5449	YJL112W	MDV1	tagged	visualized	TAP visualized	3730	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3237	YJL115W	ASF1	tagged	visualized	TAP visualized	6230	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5952	YJL117W	PHO86	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3560	YJL121C	RPE1	tagged	visualized	TAP visualized	3310	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4069	YJL122W		tagged	visualized	TAP visualized	4780	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1823	YJL123C		tagged	visualized	TAP visualized	2160	NA	cytoplasm,Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F	T	F	F	F		
4092	YJL124C	LSM1	tagged	visualized	TAP visualized	3490	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2421	YJL125C	GCD14	tagged	visualized	TAP visualized	7220	22.8	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1085	YJL127C	SPT10	tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
994	YJL128C	PBS2	tagged	visualized	TAP visualized	2160	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
17	YJL130C	URA2	tagged	visualized	TAP visualized	11000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2619	YJL131C		tagged	visualized	TAP visualized	319	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5944	YJL133W	MRS3	tagged	visualized	TAP visualized	1360	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3537	YJL136C	RPS21B	tagged	visualized	TAP visualized	15300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2445	YJL137C	GLG2	tagged	visualized	TAP visualized	981	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2338	YJL138C	TIF2	tagged	visualized	TAP visualized	technical problem	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3686	YJL140W	RPB4	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6174	YJL143W	TIM17	tagged	visualized	TAP visualized	1210	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4959	YJL144W		tagged	visualized	TAP visualized	149	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3113	YJL145W	SFH5	tagged	visualized	TAP visualized	6540	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1868	YJL146W	IDS2	tagged	visualized	TAP visualized	1850	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2425	YJL147C		tagged	visualized	TAP visualized	981	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3602	YJL148W	RPA34	tagged	visualized	TAP visualized	3360	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
4448	YJL151C	SNA3	tagged	visualized	TAP visualized	12500	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1425	YJL153C	INO1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
433	YJL154C	VPS35	tagged	visualized	TAP visualized	2360	NA	vacuolar membrane,endosome	F	F	F	F	F	F	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
1990	YJL155C	FBP26	tagged	visualized	TAP visualized	1680	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
608	YJL157C	FAR1	tagged	visualized	TAP visualized	238	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
6070	YJL158C	CIS3	tagged	visualized	TAP visualized	12500	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4028	YJL161W		tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1802	YJL162C		tagged	visualized	TAP visualized	184	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2326	YJL164C	TPK1	tagged	visualized	TAP visualized	4320	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5079	YJL166W	QCR8	tagged	visualized	TAP visualized	6140	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
812	YJL168C	SET2	tagged	visualized	TAP visualized	217	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4626	YJL169W		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5824	YJL171C		tagged	visualized	TAP visualized	5530	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4627	YJL173C	RFA3	tagged	visualized	TAP visualized	4280	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
616	YJL176C	SWI3	tagged	visualized	TAP visualized	3150	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3159	YJL177W	RPL17B	tagged	visualized	TAP visualized	21100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3916	YJL178C	ETF1	tagged	visualized	TAP visualized	8970	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4852	YJL179W	PFD1	tagged	visualized	TAP visualized	721	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2863	YJL180C	ATP12	tagged	visualized	TAP visualized	6370	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5794	YJL183W	MNN11	tagged	visualized	TAP visualized	3480	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
1280	YJL186W	MNN5	tagged	visualized	TAP visualized	11400	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4494	YJL190C	RPS22A	tagged	visualized	TAP visualized	40400	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
3276	YJL191W	RPS14B	tagged	visualized	TAP visualized	3370	NA	cytoplasm,nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	F	F	F	T	F		
6063	YJL192C	SOP4	tagged	visualized	TAP visualized	11700	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1622	YJL194W	CDC6	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5956	YJL196C	ELO1	tagged	visualized	TAP visualized	937	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
169	YJL197W	UBP12	tagged	visualized	TAP visualized	7110	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5365	YJL198W	PHO90	tagged	visualized	TAP visualized	3430	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
690	YJL200C		tagged	visualized	TAP visualized	4670	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1228	YJL201W	ECM25	tagged	visualized	TAP visualized	1750	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3228	YJL203W	PRP21	tagged	visualized	TAP visualized	2490	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
588	YJL204C	RCY1	tagged	visualized	TAP visualized	2700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
26	YJL207C		tagged	visualized	TAP visualized	300	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		
2824	YJL208C	NUC1	tagged	visualized	TAP visualized	3870	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1038	YJL209W	CBP1	tagged	visualized	TAP visualized	2180	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6028	YJL210W	PEX2	tagged	visualized	TAP visualized	339	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F		
5406	YJL212C	OPT1	tagged	visualized	TAP visualized	2870	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3890	YJL217W		tagged	visualized	TAP visualized	721	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5246	YJL222W	VTH2	tagged	visualized	TAP visualized	279	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1499	YJR003C		tagged	visualized	TAP visualized	3280	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5461	YJR005W	APL1	tagged	visualized	TAP visualized	1670	NA	bud neck,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
1767	YJR006W	HYS2	tagged	visualized	TAP visualized	626	95.2	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3029	YJR007W	SUI2	tagged	visualized	TAP visualized	17100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2768	YJR008W		tagged	visualized	TAP visualized	339	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2812	YJR009C	TDH2	tagged	visualized	TAP visualized	121000	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6216	YJR010C-A	SPC1	tagged	visualized	TAP visualized	5550	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1634	YJR010W	MET3	tagged	visualized	TAP visualized	1510	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3372	YJR011C		tagged	visualized	TAP visualized	2560	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3024	YJR013W		tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3891	YJR014W		tagged	visualized	TAP visualized	21600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1639	YJR015W		tagged	visualized	TAP visualized	639	NA	ER,cytoplasm	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1288	YJR016C	ILV3	tagged	visualized	TAP visualized	171000	38000.0	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3958	YJR017C	ESS1	tagged	visualized	TAP visualized	4400	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4525	YJR022W	LSM8	tagged	visualized	TAP visualized	1440	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3511	YJR024C		tagged	visualized	TAP visualized	952	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4050	YJR025C	BNA1	tagged	visualized	TAP visualized	2330	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
118	YJR031C	GEA1	tagged	visualized	TAP visualized	2940	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
