orfid	yORF	gene name	GFP tagged?	GFP visualized?	TAP visualized?	abundance	error	localization summary	ambiguous	mitochondrion	vacuole	spindle pole	cell periphery	punctate composite	vacuolar membrane	ER	nuclear periphery	endosome	bud neck	microtubule	Golgi	late Golgi	peroxisome	actin	nucleolus	cytoplasm	ER to Golgi	early Golgi	lipid particle	nucleus	bud	
2367	YJR032W	CPR7	tagged	visualized	TAP visualized	3230	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5261	YJR033C	RAV1	tagged	visualized	TAP visualized	149	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
289	YJR035W	RAD26	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
219	YJR041C		tagged	visualized	TAP visualized	1660	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
5434	YJR042W	NUP85	tagged	visualized	TAP visualized	7920	155.0	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2659	YJR043C	POL32	tagged	visualized	TAP visualized	2410	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4387	YJR044C	VPS55	tagged	visualized	TAP visualized	2340	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
1213	YJR046W	TAH11	tagged	visualized	TAP visualized	2190	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4212	YJR047C	ANB1	tagged	visualized	TAP visualized	14200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4853	YJR048W	CYC1	tagged	visualized	TAP visualized	7330	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1526	YJR049C	UTR1	tagged	visualized	TAP visualized	5040	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3591	YJR050W	ISY1	tagged	visualized	TAP visualized	1990	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1689	YJR051W	OSM1	tagged	visualized	TAP visualized	432	NA	ambiguous,mitochondrion	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1383	YJR052W	RAD7	tagged	visualized	TAP visualized	937	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1340	YJR053W	BFA1	tagged	visualized	TAP visualized	1380	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5709	YJR054W		tagged	visualized	TAP visualized	538	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4158	YJR055W	HIT1	tagged	visualized	TAP visualized	2730	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3579	YJR056C		tagged	visualized	TAP visualized	1890	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3726	YJR057W	CDC8	tagged	visualized	TAP visualized	2980	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6186	YJR058C	APS2	tagged	visualized	TAP visualized	1390	NA	bud neck,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
627	YJR059W	PTK2	tagged	visualized	TAP visualized	1420	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2652	YJR060W	CBF1	tagged	visualized	TAP visualized	6890	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
1950	YJR062C	NTA1	tagged	visualized	TAP visualized	1640	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4566	YJR063W	RPA12	tagged	visualized	TAP visualized	8450	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
4377	YJR067C	YAE1	tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2639	YJR068W	RFC2	tagged	visualized	TAP visualized	4610	262.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3902	YJR069C	HAM1	tagged	visualized	TAP visualized	3490	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2864	YJR070C		tagged	visualized	TAP visualized	39900	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2409	YJR072C		tagged	visualized	TAP visualized	15200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
6118	YJR073C	OPI3	tagged	visualized	TAP visualized	5890	NA	ER,vacuole	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3708	YJR074W	MOG1	tagged	visualized	TAP visualized	2840	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5825	YJR075W	HOC1	tagged	visualized	TAP visualized	7160	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
2220	YJR076C	CDC11	tagged	visualized	TAP visualized	9280	NA	bud neck,cell periphery	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
5953	YJR077C	MIR1	tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2354	YJR080C		tagged	visualized	TAP visualized	2290	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4778	YJR082C	EAF6	tagged	visualized	TAP visualized	504	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2993	YJR083C	ACF4	tagged	visualized	TAP visualized	1140	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2177	YJR084W	CSN12	tagged	visualized	TAP visualized	1510	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4938	YJR085C		tagged	visualized	TAP visualized	2100	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6207	YJR086W	STE18	tagged	visualized	TAP visualized	5550	NA	cytoplasm,punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3131	YJR088C		tagged	visualized	TAP visualized	5740	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
420	YJR089W	BIR1	tagged	visualized	not TAP visualized	not visualized	NA	nucleus,spindle pole,microtubule	F	F	F	T	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F		
285	YJR091C	JSN1	tagged	visualized	TAP visualized	784	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
148	YJR092W	BUD4	tagged	visualized	TAP visualized	1600	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
4001	YJR094W-A	RPL43B	tagged	visualized	TAP visualized	45500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3214	YJR096W		tagged	visualized	TAP visualized	6960	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
4093	YJR097W		tagged	visualized	TAP visualized	2010	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1034	YJR098C		tagged	visualized	TAP visualized	1230	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3341	YJR101W	RSM26	tagged	visualized	TAP visualized	2060	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1387	YJR103W	URA8	tagged	visualized	TAP visualized	5370	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4241	YJR104C	SOD1	tagged	visualized	TAP visualized	519000	NA	ambiguous,cytoplasm,nucleus	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2749	YJR105W	ADO1	tagged	visualized	TAP visualized	22200	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
258	YJR109C	CPA2	tagged	visualized	TAP visualized	18000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
932	YJR110W		tagged	visualized	TAP visualized	1080	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3209	YJR111C		tagged	visualized	TAP visualized	1890	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3854	YJR112W	NNF1	tagged	visualized	TAP visualized	2070	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3482	YJR113C	RSM7	tagged	visualized	TAP visualized	1340	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3238	YJR116W		tagged	visualized	TAP visualized	technical problem	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5759	YJR117W	STE24	tagged	visualized	TAP visualized	19600	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6123	YJR118C	ILM1	tagged	visualized	TAP visualized	1160	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
824	YJR119C		tagged	visualized	TAP visualized	290	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5692	YJR121W	ATP2	tagged	visualized	TAP visualized	164000	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1712	YJR122W	CAF17	tagged	visualized	TAP visualized	2960	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
127	YJR127C	ZMS1	tagged	visualized	TAP visualized	technical problem	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2759	YJR129C		tagged	visualized	TAP visualized	1550	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1088	YJR130C	STR2	tagged	visualized	TAP visualized	2070	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5634	YJR131W	MNS1	tagged	visualized	TAP visualized	8260	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
327	YJR132W	NMD5	tagged	visualized	TAP visualized	13500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3784	YJR133W	XPT1	tagged	visualized	TAP visualized	721	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
872	YJR134C	SGM1	tagged	visualized	TAP visualized	300	NA	Golgi,early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F		
3552	YJR135C	MCM22	tagged	visualized	TAP visualized	1030	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2189	YJR136C		tagged	visualized	TAP visualized	1470	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
103	YJR137C	ECM17	tagged	visualized	TAP visualized	2900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
71	YJR138W	IML1	tagged	visualized	TAP visualized	279	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2601	YJR139C	HOM6	tagged	visualized	TAP visualized	48900	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
61	YJR140C	HIR3	tagged	visualized	TAP visualized	922	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5420	YJR143C	PMT4	tagged	visualized	TAP visualized	1270	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2687	YJR145C	RPS4A	tagged	visualized	TAP visualized	573	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4713	YJR146W		tagged	visualized	TAP visualized	952	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2605	YJR147W	HMS2	tagged	visualized	TAP visualized	2050	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2466	YJR148W	BAT2	tagged	visualized	TAP visualized	25900	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2284	YJR149W		tagged	visualized	TAP visualized	172	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2692	YJR154W		tagged	visualized	TAP visualized	1600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5841	YJR161C	COS5	tagged	visualized	TAP visualized	815	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3848	YKL001C	MET14	tagged	visualized	TAP visualized	2170	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3420	YKL002W	DID4	tagged	visualized	not TAP visualized	not visualized	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
4473	YKL003C	MRP17	tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5818	YKL004W	AUR1	tagged	visualized	TAP visualized	4170	NA	early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		
6188	YKL006C-A	SFT1	tagged	visualized	TAP visualized	low signal	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3307	YKL006W	RPL14A	tagged	visualized	TAP visualized	45300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3324	YKL007W	CAP1	tagged	visualized	TAP visualized	4380	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
5797	YKL008C	LAC1	tagged	visualized	TAP visualized	2840	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3581	YKL009W	MRT4	tagged	visualized	TAP visualized	18200	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
92	YKL010C	UFD4	tagged	visualized	TAP visualized	7380	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2640	YKL011C	CCE1	tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1299	YKL012W	PRP40	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
4102	YKL013C	ARC19	tagged	visualized	TAP visualized	9020	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F		
47	YKL014C		tagged	visualized	TAP visualized	5890	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
387	YKL015W	PUT3	tagged	visualized	TAP visualized	736	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
6157	YKL016C	ATP7	tagged	visualized	TAP visualized	6820	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
950	YKL017C	HCS1	tagged	visualized	TAP visualized	1040	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5062	YKL018C-A		tagged	visualized	TAP visualized	358	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2931	YKL019W	RAM2	tagged	visualized	TAP visualized	396	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5299	YKL020C	SPT23	tagged	visualized	TAP visualized	432	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
5745	YKL021C	MAK11	tagged	visualized	TAP visualized	3730	NA	nucleolus,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F		
589	YKL022C	CDC16	tagged	visualized	TAP visualized	2750	651.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
3253	YKL023W		tagged	visualized	TAP visualized	1730	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3819	YKL024C	URA6	tagged	visualized	TAP visualized	1500	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
963	YKL025C	PAN3	tagged	visualized	TAP visualized	1600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4131	YKL026C	GPX1	tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2018	YKL027W		tagged	visualized	TAP visualized	1170	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1803	YKL028W	TFA1	tagged	visualized	TAP visualized	35900	4110.0	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
988	YKL029C	MAE1	tagged	visualized	TAP visualized	10500	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1233	YKL032C	IXR1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
338	YKL033W		tagged	visualized	TAP visualized	721	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1706	YKL035W	UGP1	tagged	visualized	TAP visualized	17200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
221	YKL038W	RGT1	tagged	visualized	TAP visualized	195	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3406	YKL040C	NFU1	tagged	visualized	TAP visualized	11300	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6076	YKL041W	VPS24	tagged	visualized	TAP visualized	1890	NA	punctate composite,endosome	F	F	F	F	F	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
2570	YKL042W	SPC42	tagged	visualized	not TAP visualized	not visualized	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
2546	YKL043W	PHD1	tagged	visualized	TAP visualized	1420	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2009	YKL046C	DCW1	tagged	visualized	TAP visualized	2580	NA	ER,ambiguous,bud	T	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T		
1602	YKL047W		tagged	visualized	TAP visualized	2550	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1086	YKL048C	ELM1	tagged	visualized	TAP visualized	149	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F		
4413	YKL049C	CSE4	tagged	visualized	not TAP visualized	not visualized	NA	nucleus,spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
5880	YKL051W	SFK1	tagged	visualized	TAP visualized	technical problem	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
3132	YKL052C	ASK1	tagged	visualized	TAP visualized	2840	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
5101	YKL053C-A	MDM35	tagged	visualized	TAP visualized	3870	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
799	YKL054C	DEF1	tagged	visualized	TAP visualized	3380	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
3248	YKL055C	OAR1	tagged	visualized	TAP visualized	1760	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4132	YKL056C		tagged	visualized	TAP visualized	27800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4629	YKL058W	TOA2	tagged	visualized	TAP visualized	3910	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2056	YKL059C	MPE1	tagged	visualized	TAP visualized	1130	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		
2602	YKL060C	FBA1	tagged	visualized	TAP visualized	1020000	358000.0	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
4779	YKL061W		tagged	visualized	TAP visualized	1240	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F		
4133	YKL063C		tagged	visualized	TAP visualized	2190	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F		
5327	YKL064W	MNR2	tagged	visualized	TAP visualized	259	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
6119	YKL065C	YET1	tagged	visualized	TAP visualized	7210	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4249	YKL067W	YNK1	tagged	visualized	TAP visualized	7130	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
5333	YKL068W	NUP100	tagged	visualized	TAP visualized	358	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4029	YKL069W		tagged	visualized	TAP visualized	2610	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
3407	YKL071W		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
736	YKL072W	STB6	tagged	visualized	TAP visualized	211	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
519	YKL073W	LHS1	tagged	visualized	TAP visualized	137	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1546	YKL074C	MUD2	tagged	visualized	TAP visualized	4170	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
2003	YKL075C		tagged	visualized	TAP visualized	98.9	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2372	YKL077W		tagged	visualized	TAP visualized	606	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
806	YKL078W	DHR2	tagged	visualized	TAP visualized	721	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F		
1031	YKL079W	SMY1	tagged	visualized	TAP visualized	1920	NA	ambiguous,cytoplasm,bud	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T		
5833	YKL080W	VMA5	tagged	visualized	TAP visualized	21100	NA	ambiguous,vacuolar membrane	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
1584	YKL081W	TEF4	tagged	visualized	TAP visualized	102000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
2798	YKL085W	MDH1	tagged	visualized	TAP visualized	28100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
4538	YKL086W		tagged	visualized	TAP visualized	538	NA	cytoplasm,nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F		
1357	YKL088W		tagged	visualized	TAP visualized	2940	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F		
1462	YKL089W	MIF2	tagged	visualized	TAP visualized	465	38.1	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		
