yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YCL011C	GBP2	tagged	visualized	2540	nucleus	
YMR161W	HLJ1	tagged	visualized	1840	ER	
YEL031W	SPF1	tagged	visualized	1870	ER	
YBR191W	RPL21A	tagged	visualized	not visualized	cytoplasm	
YNL225C	CNM67	tagged	visualized	technical problem	spindle pole	
YDL161W	ENT1	tagged	visualized	low signal	actin	
YLR183C	TOS4	tagged	visualized	284	cytoplasm,nucleus	
YPL131W	RPL5	tagged	visualized	not visualized	cytoplasm	
YDR307W		tagged	visualized	technical problem	ER	
YJL097W		tagged	visualized	technical problem	ER,vacuole	
YMR177W	MMT1	tagged	visualized	6490	mitochondrion	
YKL067W	YNK1	tagged	visualized	7130	cytoplasm,nucleus	
YKL008C	LAC1	tagged	visualized	2840	ER	
YDR436W	PPZ2	tagged	visualized	189	ambiguous	
YOR307C	SLY41	tagged	visualized	784	ER	
YGL094C	PAN2	tagged	visualized	1510	cytoplasm	
YGL107C	RMD9	tagged	visualized	4800	mitochondrion	
YLR393W	ATP10	tagged	visualized	1890	mitochondrion	
YMR213W	CEF1	tagged	visualized	784	cytoplasm,nucleus	
YOR315W		tagged	visualized	low signal	cytoplasm,nucleus	
YHR152W	SPO12	tagged	visualized	937	nucleus	
YFR002W	NIC96	tagged	visualized	15500	nuclear periphery	
YMR261C	TPS3	tagged	visualized	13500	cytoplasm	
YLR244C	MAP1	tagged	visualized	19600	cytoplasm,nucleus	
YGR036C	CAX4	tagged	visualized	technical problem	ER	
YMR296C	LCB1	tagged	visualized	22400	ER	
YMR284W	YKU70	tagged	visualized	892	cytoplasm,nucleus	
YPL128C	TBF1	tagged	visualized	6380	nucleus	
YDR279W	RNH202	tagged	visualized	2340	nucleus	
YMR086W		tagged	visualized	low signal	cell periphery	
YIL017C	VID28	tagged	visualized	low signal	cytoplasm,nucleus	
YCL040W	GLK1	tagged	visualized	21100	cytoplasm,punctate composite	
YGL105W	ARC1	tagged	visualized	57700	cytoplasm	
YIL150C	MCM10	tagged	visualized	1860	cytoplasm,nucleus	
YBL008W	HIR1	tagged	visualized	846	cytoplasm,nucleus	
YEL017C-A	PMP2	tagged	visualized	74700	cell periphery,vacuole	
YOR253W	NAT5	tagged	visualized	2370	cytoplasm	
YOR233W	KIN4	tagged	visualized	143	cell periphery	
YKL150W	MCR1	tagged	visualized	1920	mitochondrion	
YFR036W	CDC26	tagged	visualized	low signal	nucleus	
YJR008W		tagged	visualized	339	cytoplasm,nucleus	
YPR184W	GDB1	tagged	visualized	125	cytoplasm	
YHR051W	COX6	tagged	visualized	12500	mitochondrion	
YHL033C	RPL8A	tagged	visualized	238000	cytoplasm	
YNL110C	NOP15	tagged	visualized	4280	nucleolus,nucleus	
YLR325C	RPL38	tagged	visualized	50200	cytoplasm	
YJL070C		tagged	visualized	1100	cytoplasm	
YOL052C	SPE2	tagged	visualized	7060	cytoplasm,nucleus	
YPL144W		tagged	visualized	2210	cytoplasm	
YPR104C	FHL1	tagged	visualized	639	nucleus	
YDR520C		tagged	visualized	937	cytoplasm,nucleus	
YNL288W	CAF40	tagged	visualized	18800	cytoplasm	
YML024W	RPS17A	tagged	visualized	30900	cytoplasm	
YLR414C		tagged	visualized	1660	ambiguous,cytoplasm,cell periphery,bud	
YDR166C	SEC5	tagged	visualized	3400	ambiguous,bud neck,cell periphery,bud	
YMR010W		tagged	visualized	937	punctate composite,early Golgi	
YOL108C	INO4	tagged	visualized	521	cytoplasm,nucleus	
YNL180C	RHO5	tagged	visualized	2180	cytoplasm,nucleus	
YGL037C	PNC1	tagged	visualized	7720	peroxisome	
YNL107W	YAF9	tagged	visualized	259	cytoplasm,nucleus	
YPR079W	MRL1	tagged	visualized	technical problem	endosome	
YBR054W	YRO2	tagged	visualized	1950	cell periphery,bud	
YOR124C	UBP2	tagged	visualized	2420	cytoplasm	
YKR011C	TOS5	tagged	visualized	3150	nucleus	
YML105C	SEC65	tagged	visualized	technical problem	ER	
YLR063W		tagged	visualized	technical problem	cytoplasm	
YBR037C	SCO1	tagged	visualized	2550	mitochondrion	
YGR188C	BUB1	tagged	visualized	414	nucleus,spindle pole,microtubule	
YOR123C	LEO1	tagged	visualized	1110	nucleus	
YCL024W	KCC4	tagged	visualized	538	ambiguous,bud neck,cell periphery,bud	
YBL040C	ERD2	tagged	visualized	low signal	ER	
YJL145W	SFH5	tagged	visualized	6540	cytoplasm	
YGR234W	YHB1	tagged	visualized	13000	cytoplasm	
YDL225W	SHS1	tagged	visualized	5620	bud neck,cell periphery	
YPR057W	BRR1	tagged	visualized	1870	nucleus	
YDL130W-A	STF1	tagged	visualized	low signal	mitochondrion	
YIL015W	BAR1	tagged	visualized	672	vacuole	
YOL068C	HST1	tagged	visualized	1440	cytoplasm,nucleus	
YLR271W		tagged	visualized	1470	cytoplasm,nucleus	
YOR292C		tagged	visualized	not visualized	vacuole	
YBR254C	TRS20	tagged	visualized	1200	late Golgi	
YOR357C	GRD19	tagged	visualized	low signal	vacuolar membrane	
YPL043W	NOP4	tagged	visualized	4990	nucleolus,nucleus	
YPL179W	PPQ1	tagged	visualized	319	cytoplasm	
YPL002C	SNF8	tagged	visualized	1040	ambiguous	
YJR136C		tagged	visualized	1470	cytoplasm	
YGL038C	OCH1	tagged	visualized	9490	Golgi	
YML012W	ERV25	tagged	visualized	51700	ER	
YKL205W	LOS1	tagged	visualized	3490	nuclear periphery	
YNR041C	COQ2	tagged	visualized	not visualized	mitochondrion	
YNL039W	BDP1	tagged	visualized	low signal	nucleus	
YIL022W	TIM44	tagged	visualized	not visualized	mitochondrion	
YML071C	COG8	tagged	visualized	6440	punctate composite	
YFR044C		tagged	visualized	22300	cytoplasm,mitochondrion	
YFL006W		tagged	visualized	1500	cytoplasm,nucleus	
YPR156C	TPO3	tagged	visualized	2760	cell periphery	
YGL184C	STR3	tagged	visualized	low signal	cytoplasm,nucleus	
YDL105W	QRI2	tagged	visualized	technical problem	nucleus	
YDL077C	VAM6	tagged	visualized	319	ambiguous	
YOR246C		tagged	visualized	967	lipid particle	
YNL122C		tagged	visualized	low signal	mitochondrion	
YDR224C	HTB1	tagged	visualized	technical problem	nucleus	
YER157W	COG3	tagged	visualized	4140	Golgi,early Golgi	
YPR103W	PRE2	tagged	visualized	8530	cytoplasm,nucleus	
YDR138W	HPR1	tagged	visualized	1340	nucleus	
YKR043C		tagged	visualized	11500	cytoplasm,nucleus	
YER174C	GRX4	tagged	visualized	7800	cytoplasm,nucleus	
YJL060W	BNA3	tagged	visualized	1600	cytoplasm,mitochondrion	
YPL145C	KES1	tagged	visualized	32200	cytoplasm	
YJR052W	RAD7	tagged	visualized	937	cytoplasm,nucleus	
YKL222C		tagged	visualized	low signal	ambiguous	
YLR066W	SPC3	tagged	visualized	6840	ER	
YER047C	SAP1	tagged	visualized	300	cytoplasm	
YNL130C	CPT1	tagged	visualized	981	punctate composite	
YGR187C	HGH1	tagged	visualized	20800	cytoplasm	
YOR353C	SOG2	tagged	visualized	892	cytoplasm	
YGR055W	MUP1	tagged	visualized	technical problem	vacuole	
YKL056C		tagged	visualized	27800	cytoplasm	
YOR293W	RPS10A	tagged	visualized	54100	nucleolus,nucleus	
YOR140W	SFL1	tagged	visualized	1040	nucleus	
YOR305W		tagged	visualized	1420	mitochondrion	
YHR192W		tagged	visualized	3390	cytoplasm	
YNL286W	CUS2	tagged	visualized	1360	nucleus	
YKR062W	TFA2	tagged	visualized	1150	nucleus	
YMR097C	MTG1	tagged	visualized	1630	mitochondrion	
YOR156C	NFI1	tagged	visualized	3170	cytoplasm,nucleus	
YDL029W	ARP2	tagged	visualized	6650	punctate composite	
YNL215W	IES2	tagged	visualized	1470	nucleus	
YDR513W	TTR1	tagged	visualized	31400	nucleus	
YGR090W	UTP22	tagged	visualized	3260	nucleolus,nucleus	
YNL198C		tagged	visualized	not visualized	mitochondrion	
YNL297C	MON2	tagged	visualized	2410	punctate composite,early Golgi	
YDL142C	CRD1	tagged	visualized	876	mitochondrion	
YEL062W	NPR2	tagged	visualized	319	ambiguous	
YEL055C	POL5	tagged	visualized	4490	nucleolus,nucleus	
YDR123C	INO2	tagged	visualized	784	nucleus	
YNL282W	POP3	tagged	visualized	1360	nucleus	
YMR111C		tagged	visualized	238	nucleus	
YBR245C	ISW1	tagged	visualized	1500	nucleus	
YOR189W	IES4	tagged	visualized	538	nucleus	
YDR195W	REF2	tagged	visualized	7450	nucleus	
YMR144W		tagged	visualized	2120	nucleus	
YKL179C	COY1	tagged	visualized	2650	lipid particle	
YJR118C	ILM1	tagged	visualized	1160	ER	
YGR218W	CRM1	tagged	visualized	7080	nucleus	
YBR093C	PHO5	tagged	visualized	1110	vacuole	
YBR235W		tagged	visualized	low signal	ambiguous	
YPL029W	SUV3	tagged	visualized	1440	mitochondrion	
YOR269W	PAC1	tagged	visualized	low signal	cytoplasm,nucleus	
YAL010C	MDM10	tagged	visualized	768	mitochondrion	
YNL207W	RIO2	tagged	visualized	10300	cytoplasm	
YAR015W	ADE1	tagged	visualized	4280	cytoplasm,nucleus	
YHR118C	ORC6	tagged	visualized	2970	cytoplasm,nucleus	
YLR285W	NNT1	tagged	visualized	7280	cytoplasm	
YLL027W	ISA1	tagged	visualized	125	mitochondrion	
YDL230W	PTP1	tagged	visualized	2690	cytoplasm	
YER004W		tagged	visualized	1340	ER	
YOR197W	MCA1	tagged	visualized	1400	cytoplasm,nucleus	
YKL081W	TEF4	tagged	visualized	102000	cytoplasm	
YPR006C	ICL2	tagged	visualized	1080	mitochondrion	
YMR016C	SOK2	tagged	visualized	314	nucleus	
YGR266W		tagged	visualized	3230	ER	
YKL009W	MRT4	tagged	visualized	18200	nucleolus,nucleus	
YEL001C		tagged	visualized	7110	ER	
YCL017C	NFS1	tagged	visualized	504	mitochondrion	
YPL018W	CTF19	tagged	visualized	1250	ambiguous,spindle pole	
YKL128C	PMU1	tagged	visualized	3250	cytoplasm,nucleus	
YOR037W	CYC2	tagged	visualized	2730	mitochondrion	
YML099C	ARG81	tagged	visualized	not visualized	cytoplasm,nucleus	
YPL091W	GLR1	tagged	visualized	7600	cytoplasm,mitochondrion,nucleus	
YNL088W	TOP2	tagged	visualized	5730	nucleus	
YDL084W	SUB2	tagged	visualized	51700	nucleus	
YIL026C	IRR1	tagged	visualized	4090	nucleus	
YPR051W	MAK3	tagged	visualized	1940	cytoplasm,nucleus	
YOR099W	KTR1	tagged	visualized	5480	vacuole	
YLR418C	CDC73	tagged	visualized	538	nucleus	
YKR007W		tagged	visualized	2740	vacuolar membrane	
YIL159W	BNR1	tagged	visualized	259	bud neck	
YGR148C	RPL24B	tagged	visualized	36900	cytoplasm	
YNL328C	MDJ2	tagged	visualized	573	mitochondrion	
YHR205W	SCH9	tagged	visualized	3850	cytoplasm	
YIL097W	FYV10	tagged	visualized	784	cytoplasm,nucleus	
YLR364W		tagged	visualized	573	cytoplasm	
YDR066C		tagged	visualized	1050	cytoplasm	
YKL014C		tagged	visualized	5890	nucleolus	
YGR060W	ERG25	tagged	visualized	77100	ER,vacuole	
YDL051W	LHP1	tagged	visualized	not visualized	nucleus	
YKR042W	UTH1	tagged	visualized	56900	vacuole	
YIL079C	AIR1	tagged	visualized	1550	cytoplasm,nucleus	
YNL137C	NAM9	tagged	visualized	3270	mitochondrion	
YOR042W	CUE5	tagged	visualized	623	punctate composite	
YIL113W	SDP1	tagged	visualized	technical problem	mitochondrion	
YBL046W		tagged	visualized	1010	nucleus	
YLR383W	RHC18	tagged	visualized	339	cytoplasm,nucleus	
YJR042W	NUP85	tagged	visualized	7920	nuclear periphery	
YOR007C	SGT2	tagged	visualized	9420	cytoplasm	
YNR039C	ZRG17	tagged	visualized	technical problem	ER	
YLR351C	NIT3	tagged	visualized	4510	cytoplasm,mitochondrion	
YOL147C	PEX11	tagged	visualized	1630	peroxisome	
YPL202C	AFT2	tagged	visualized	technical problem	ambiguous	
YMR074C		tagged	visualized	2550	cytoplasm,nucleus	
YCL050C	APA1	tagged	visualized	19600	cytoplasm,nucleus	
YKL079W	SMY1	tagged	visualized	1920	ambiguous,cytoplasm,bud	
YOL020W	TAT2	tagged	visualized	752	cell periphery,vacuole	
YER103W	SSA4	tagged	visualized	17900	cytoplasm	
YMR275C	BUL1	tagged	visualized	486	cytoplasm	
YKR100C		tagged	visualized	technical problem	cell periphery,bud	
YBL032W	HEK2	tagged	visualized	15600	cytoplasm	
YOL139C	CDC33	tagged	visualized	14200	cytoplasm	
YGL143C	MRF1	tagged	visualized	414	mitochondrion	
YCR061W		tagged	visualized	not visualized	punctate composite	
YCR063W	BUD31	tagged	visualized	1900	nucleus	
YPR045C		tagged	visualized	3360	nucleus	
YBR121C	GRS1	tagged	visualized	98400	cytoplasm	
YMR303C	ADH2	tagged	visualized	1620	cytoplasm	
YLR188W	MDL1	tagged	visualized	1040	mitochondrion	
YDR362C	TFC6	tagged	visualized	1130	nucleus	
YGR275W	RTT102	tagged	visualized	1550	nucleus	
YLL039C	UBI4	tagged	visualized	not visualized	cytoplasm,nucleus	
YBL076C	ILS1	tagged	visualized	23300	cytoplasm	
YBL082C	RHK1	tagged	visualized	technical problem	cytoplasm,vacuole	
YBR234C	ARC40	tagged	visualized	technical problem	actin	
YJR033C	RAV1	tagged	visualized	149	ambiguous	
YFR040W	SAP155	tagged	visualized	5960	cytoplasm	
YBR094W		tagged	visualized	1770	cytoplasm	
YMR221C		tagged	visualized	not visualized	vacuole	
YDL025C		tagged	visualized	861	ambiguous	
YOR260W	GCD1	tagged	visualized	9530	cytoplasm	
YLR074C	BUD20	tagged	visualized	5630	ER,nucleus	
YOL096C	COQ3	tagged	visualized	259	mitochondrion	
YIL036W	CST6	tagged	visualized	1240	nucleus	
YBR249C	ARO4	tagged	visualized	26300	cytoplasm,nucleus	
YPR008W	HAA1	tagged	visualized	339	cytoplasm	
YGR135W	PRE9	tagged	visualized	17100	cytoplasm,nucleus	
YMR015C	ERG5	tagged	visualized	24700	ER	
YOR265W	RBL2	tagged	visualized	1760	cytoplasm	
YPL086C	ELP3	tagged	visualized	4760	cytoplasm	
YDR325W	YCG1	tagged	visualized	1920	nucleolus,nucleus	
YJR044C	VPS55	tagged	visualized	2340	endosome	
YOR168W	GLN4	tagged	visualized	37500	cytoplasm	
YNL123W		tagged	visualized	3150	nucleus	
YBR259W		tagged	visualized	low signal	ambiguous	
YIL071C	PCI8	tagged	visualized	504	cytoplasm	
YNL098C	RAS2	tagged	visualized	19800	cytoplasm,nucleus	
YKL080W	VMA5	tagged	visualized	21100	ambiguous,vacuolar membrane	
YOR375C	GDH1	tagged	visualized	77500	cytoplasm,nucleus	
YLR286C	CTS1	tagged	visualized	6350	vacuole	
YNR018W		tagged	visualized	12000	mitochondrion	
YOR107W	RGS2	tagged	visualized	technical problem	cytoplasm,nucleus	
YML111W	BUL2	tagged	visualized	339	cytoplasm	
YKL088W		tagged	visualized	2940	cytoplasm	
YAL038W	CDC19	tagged	visualized	291000	cytoplasm	
YDR216W	ADR1	tagged	visualized	low signal	cytoplasm	
YBR233W	PBP2	tagged	visualized	1590	cytoplasm	
YPL051W	ARL3	tagged	visualized	1920	early Golgi	
YOR249C	APC5	tagged	visualized	259	nucleus	
YLR315W	NKP2	tagged	visualized	1630	spindle pole	
YKR081C	RPF2	tagged	visualized	32400	nucleolus,nucleus	
YJL058C	BIT61	tagged	visualized	1960	cytoplasm	
YMR099C		tagged	visualized	8580	cytoplasm,nucleus	
YAL034W-A	MTW1	tagged	visualized	2610	spindle pole	
YDR167W	TAF10	tagged	visualized	3370	nucleus	
YMR166C		tagged	visualized	2060	mitochondrion	
YDL104C	QRI7	tagged	visualized	1400	mitochondrion	
YPR020W	ATP20	tagged	visualized	low signal	mitochondrion	
YPL141C		tagged	visualized	556	cytoplasm	
YBR031W	RPL4A	tagged	visualized	not visualized	cytoplasm	
YFR009W	GCN20	tagged	visualized	14600	cytoplasm	
YOR104W	PIN2	tagged	visualized	996	cell periphery	
YFR048W	RMD8	tagged	visualized	656	ambiguous	
YLR103C	CDC45	tagged	visualized	1730	nucleus	
YJL026W	RNR2	tagged	visualized	538	cytoplasm,nucleus	
YDR169C	STB3	tagged	visualized	639	cytoplasm	
YER182W		tagged	visualized	1920	mitochondrion	
YNL176C		tagged	visualized	not visualized	vacuole	
YFL045C	SEC53	tagged	visualized	3500	cytoplasm,nucleus	
YBL033C	RIB1	tagged	visualized	9520	cytoplasm,nucleus	
YDL056W	MBP1	tagged	visualized	521	nucleus	
YPL154C	PEP4	tagged	visualized	not visualized	vacuole	
YIL067C		tagged	visualized	not visualized	vacuole	
YPL203W	TPK2	tagged	visualized	2220	nucleus	
YBR175W	SWD3	tagged	visualized	technical problem	cytoplasm,nucleus	
YNR034W-A		tagged	visualized	2820	cytoplasm	
YMR023C	MSS1	tagged	visualized	768	cytoplasm,mitochondrion	
YNR038W	DBP6	tagged	visualized	12700	nucleolus,nucleus	
YOL016C	CMK2	tagged	visualized	7500	cytoplasm	
YKL021C	MAK11	tagged	visualized	3730	nucleolus,nucleus	
YCL030C	HIS4	tagged	visualized	521	cytoplasm	
YER131W	RPS26B	tagged	visualized	503000	cytoplasm	
YNL284C	MRPL10	tagged	visualized	5350	mitochondrion	
YDR505C	PSP1	tagged	visualized	259	cytoplasm	
YBR060C	ORC2	tagged	visualized	1700	cytoplasm,nucleus	
YNL132W	KRE33	tagged	visualized	low signal	nucleolus	
YKR020W	VPS67	tagged	visualized	319	punctate composite	
YDR214W	AHA1	tagged	visualized	13900	cytoplasm	
YNR013C	PHO91	tagged	visualized	4280	ER	
YIL149C	MLP2	tagged	visualized	2770	nuclear periphery	
YOL066C	RIB2	tagged	visualized	1540	cytoplasm	
YLL023C		tagged	visualized	1680	ER	
YNL239W	LAP3	tagged	visualized	521	cytoplasm,mitochondrion	
YBL003C	HTA2	tagged	visualized	32100	nucleus	
YJL109C	UTP10	tagged	visualized	18200	nucleolus	
YGR033C		tagged	visualized	3770	mitochondrion	
YER105C	NUP157	tagged	visualized	4420	nuclear periphery	
YOR355W	GDS1	tagged	visualized	2280	cytoplasm,nucleus	
YOL004W	SIN3	tagged	visualized	1660	mitochondrion	
YIL034C	CAP2	tagged	visualized	6770	actin	
YDL240W	LRG1	tagged	visualized	468	bud neck,cytoplasm,cell periphery	
YHR123W	EPT1	tagged	visualized	technical problem	punctate composite,Golgi	
YDR377W	ATP17	tagged	visualized	14600	mitochondrion	
YGR089W	NNF2	tagged	visualized	996	ER	
YFR033C	QCR6	tagged	visualized	4490	cytoplasm	
YGL256W	ADH4	tagged	visualized	125	mitochondrion	
YLR045C	STU2	tagged	visualized	1660	spindle pole	
YDR412W		tagged	visualized	2950	nucleolus,nucleus	
YLR412W		tagged	visualized	6490	cytoplasm	
YIR026C	YVH1	tagged	visualized	7570	cytoplasm	
YNL135C	FPR1	tagged	visualized	43300	cytoplasm,nucleus	
YJL088W	ARG3	tagged	visualized	1140	cytoplasm,nucleus	
YDR499W	LCD1	tagged	visualized	606	cytoplasm,nucleus	
YKL095W	YJU2	tagged	visualized	2250	nucleus	
YBL027W	RPL19B	tagged	visualized	225000	cytoplasm	
YHR079C	IRE1	tagged	visualized	259	ER	
YER078C		tagged	visualized	5080	mitochondrion	
YDR486C	VPS60	tagged	visualized	2110	vacuolar membrane	
YMR183C	SSO2	tagged	visualized	1720	punctate composite,endosome	
YGR076C	MRPL25	tagged	visualized	1550	mitochondrion	
YFL026W	STE2	tagged	visualized	technical problem	vacuole	
YHR132C	ECM14	tagged	visualized	468	vacuole	
YMR293C		tagged	visualized	486	mitochondrion	
YKR084C	HBS1	tagged	visualized	2750	cytoplasm	
YOL045W	PSK2	tagged	visualized	2220	cytoplasm	
YDL212W	SHR3	tagged	visualized	6510	ER	
YML131W		tagged	visualized	low signal	cytoplasm	
YDL155W	CLB3	tagged	visualized	892	cytoplasm,nucleus	
YKR080W	MTD1	tagged	visualized	16200	cytoplasm,nucleus	
YKL053C-A	MDM35	tagged	visualized	3870	cytoplasm,nucleus	
YBR142W	MAK5	tagged	visualized	981	nucleolus,nucleus	
YMR233W	TRI1	tagged	visualized	2360	cytoplasm,nucleolus,nucleus	
YDL165W	CDC36	tagged	visualized	2120	cytoplasm	
YLL036C	PRP19	tagged	visualized	11700	nucleus	
YOL071W	EMI5	tagged	visualized	1080	mitochondrion	
YLR378C	SEC61	tagged	visualized	24800	ER	
YJL190C	RPS22A	tagged	visualized	40400	nucleolus,nucleus	
YGR152C	RSR1	tagged	visualized	low signal	cytoplasm,nucleus	
YGR130C		tagged	visualized	10300	punctate composite	
YKL208W	CBT1	tagged	visualized	low signal	mitochondrion	
YNL247W		tagged	visualized	23000	cytoplasm	
YDR346C	SGI1	tagged	visualized	45200	cytoplasm,nucleus	
YLR395C	COX8	tagged	visualized	672	mitochondrion	
YMR140W	SIP5	tagged	visualized	556	cytoplasm	
YJR088C		tagged	visualized	5740	ER	
YLR154C	RNH203	tagged	visualized	556	cytoplasm,nucleus	
YDR083W	RRP8	tagged	visualized	2780	nucleolus,nucleus	
YOL057W		tagged	visualized	3260	cytoplasm,nucleus	
YNR043W	MVD1	tagged	visualized	13700	cytoplasm	
YMR257C	PET111	tagged	visualized	538	mitochondrion	
YML078W	CPR3	tagged	visualized	1960	mitochondrion	
YML004C	GLO1	tagged	visualized	2570	cytoplasm,nucleus	
YKL130C	SHE2	tagged	visualized	4070	cytoplasm,nucleus	
YOR063W	RPL3	tagged	visualized	450	cytoplasm	
YER153C	PET122	tagged	visualized	468	mitochondrion	
YER068W	MOT2	tagged	visualized	4280	cytoplasm	
YHR132W-A		tagged	visualized	1400	cytoplasm,nucleus	
YMR198W	CIK1	tagged	visualized	98.9	microtubule	
YNL099C	OCA1	tagged	visualized	2310	cytoplasm	
YGL055W	OLE1	tagged	visualized	technical problem	ER	
YLR258W	GSY2	tagged	visualized	14600	cytoplasm,nucleus,punctate composite	
YKR038C	KAE1	tagged	visualized	1270	cytoplasm,nucleus	
YER155C	BEM2	tagged	visualized	1230	bud neck,cytoplasm	
YFL041W	FET5	tagged	visualized	2840	vacuolar membrane	
YMR250W	GAD1	tagged	visualized	1200	cytoplasm	
YGR241C	YAP1802	tagged	visualized	6800	ambiguous,bud neck,cell periphery,bud	
YOL098C		tagged	visualized	8120	cytoplasm	
YPL204W	HRR25	tagged	visualized	10300	ambiguous,bud neck,cytoplasm,nucleus,bud	
YKL063C		tagged	visualized	2190	Golgi	
YMR069W	NAT4	tagged	visualized	low signal	cytoplasm,nucleus	
YKL135C	APL2	tagged	visualized	2690	late Golgi	
YBR102C	EXO84	tagged	visualized	not visualized	ambiguous,bud neck,cell periphery,bud	
YHR025W	THR1	tagged	visualized	92600	ambiguous	
YJL071W	ARG2	tagged	visualized	112	mitochondrion	
YCR081W	SRB8	tagged	visualized	1730	cytoplasm	
YMR019W	STB4	tagged	visualized	98.9	nucleus	
YDR171W	HSP42	tagged	visualized	1470	cytoplasm	
YDL133C-A	RPL41B	tagged	visualized	4910	cytoplasm	
YMR160W		tagged	visualized	279	vacuolar membrane	
YGR202C	PCT1	tagged	visualized	3050	nuclear periphery	
YBR296C	PHO89	tagged	visualized	not visualized	ER	
YLR223C	IFH1	tagged	visualized	1430	nucleus	
YDR111C		tagged	visualized	3480	cytoplasm,nucleus	
YML005W		tagged	visualized	656	cytoplasm	
YER170W	ADK2	tagged	visualized	704	mitochondrion	
YLR239C	LIP2	tagged	visualized	1200	mitochondrion	
YCL014W	BUD3	tagged	visualized	technical problem	bud neck	
YOL123W	HRP1	tagged	visualized	not visualized	nucleus	
YPL115C	BEM3	tagged	visualized	752	bud neck,cytoplasm	
YMR174C	PAI3	tagged	visualized	low signal	cytoplasm,nucleus	
YLR447C	VMA6	tagged	visualized	1630	vacuolar membrane	
YER056C	FCY2	tagged	visualized	technical problem	vacuole	
YBR288C	APM3	tagged	visualized	3410	punctate composite,early Golgi	
YNL299W	TRF5	tagged	visualized	2240	nucleolus	
YKR041W		tagged	visualized	217	cytoplasm,nucleus	
YHL002W	HSE1	tagged	visualized	358	endosome	
YKL025C	PAN3	tagged	visualized	1600	cytoplasm	
YNL259C	ATX1	tagged	visualized	not visualized	cytoplasm	
YLR059C	REX2	tagged	visualized	1730	mitochondrion,nucleus	
YPL032C	SVL3	tagged	visualized	2180	ambiguous,bud neck,cytoplasm,cell periphery,bud	
YDR502C	SAM2	tagged	visualized	22000	ambiguous	
YBR014C		tagged	visualized	not visualized	vacuole	
YMR264W	CUE1	tagged	visualized	589	ER,cytoplasm	
YOR358W	HAP5	tagged	visualized	450	cytoplasm,nucleus	
YOR157C	PUP1	tagged	visualized	11400	cytoplasm,nucleus	
YPL124W	SPC29	tagged	visualized	not visualized	spindle pole	
