orfid	yORF	gene name	GFP tagged?	GFP visualized?	abundance	error	
3526	YMR230W	RPS10B	tagged	visualized	7650	NA	
3901	YIL157C		tagged	visualized	1680	NA	
2353	YIL042C		tagged	visualized	4220	NA	
5275	YKR103W		tagged	visualized	low signal	NA	
624	YJL102W	MEF2	tagged	visualized	1730	NA	
2003	YKL075C		tagged	visualized	98.9	NA	
2591	YCL064C	CHA1	tagged	visualized	36600	NA	
3080	YIL124W	AYR1	tagged	visualized	3670	NA	
3480	YGL061C	DUO1	tagged	visualized	996	NA	
641	YKR099W	BAS1	tagged	visualized	861	NA	
3242	YPL129W	TAF14	tagged	visualized	3120	NA	
2958	YDR368W	YPR1	tagged	visualized	14100	NA	
3948	YKR045C		tagged	visualized	low signal	NA	
1274	YNL094W	APP1	tagged	visualized	2290	NA	
389	YBL005W	PDR3	tagged	visualized	166	NA	
6142	YBR164C	ARL1	tagged	visualized	5190	NA	
69	YNL242W	APG2	tagged	visualized	876	NA	
2163	YNL234W		tagged	visualized	195	NA	
892	YOR033C	EXO1	tagged	visualized	672	NA	
2771	YMR127C	SAS2	tagged	visualized	low signal	NA	
369	YOR048C	RAT1	tagged	visualized	623	NA	
1614	YKL103C	LAP4	tagged	visualized	5730	NA	
5287	YIL048W	NEO1	tagged	visualized	technical problem	NA	
287	YMR308C	PSE1	tagged	visualized	15500	NA	
991	YBL051C	PIN4	tagged	visualized	4630	NA	
907	YOL141W	PPM2	tagged	visualized	830	NA	
993	YGL113W	SLD3	tagged	visualized	125	NA	
5414	YDR119W		tagged	visualized	not visualized	NA	
4473	YKL003C	MRP17	tagged	visualized	not visualized	NA	
3213	YHR090C	YNG2	tagged	visualized	low signal	NA	
2959	YEL029C	BUD16	tagged	visualized	low signal	NA	
857	YCL057W	PRD1	tagged	visualized	8910	NA	
2653	YNL164C	IBD2	tagged	visualized	not visualized	NA	
5843	YML067C	ERV41	tagged	visualized	3000	NA	
1057	YIL101C	XBP1	tagged	visualized	195	NA	
6130	YLR356W		tagged	visualized	low signal	NA	
6046	YGL098W	USE1	tagged	visualized	937	NA	
670	YBR198C	TAF5	tagged	visualized	14800	203.0	
352	YBL037W	APL3	tagged	visualized	1590	NA	
2250	YGR193C	PDX1	tagged	visualized	414	NA	
4298	YIR005W	IST3	tagged	visualized	922	NA	
4002	YCR003W	MRPL32	tagged	visualized	1690	NA	
4221	YLR421C	RPN13	tagged	visualized	12200	NA	
3039	YFR031C-A	RPL2A	tagged	visualized	technical problem	NA	
1108	YDR049W		tagged	visualized	3930	NA	
6220	YDR086C	SSS1	tagged	visualized	not visualized	NA	
1732	YDR240C	SNU56	tagged	visualized	361	58.1	
503	YNL233W	BNI4	tagged	visualized	low signal	NA	
605	YPR029C	APL4	tagged	visualized	4850	NA	
2015	YNL166C	BNI5	tagged	visualized	not visualized	NA	
4082	YAL033W	POP5	tagged	visualized	2230	NA	
1847	YIL039W		tagged	visualized	1070	NA	
5342	YPL195W	APL5	tagged	visualized	13500	NA	
5574	YLL028W	TPO1	tagged	visualized	1470	NA	
536	YCR030C	SYP1	tagged	visualized	4280	NA	
1226	YGR194C	XKS1	tagged	visualized	3460	NA	
149	YPL016W	SWI1	tagged	visualized	92.3	NA	
5400	YNL238W	KEX2	tagged	visualized	low signal	NA	
2756	YDL209C	CWC2	tagged	visualized	2650	NA	
3294	YDR262W		tagged	visualized	4850	NA	
4172	YDR179C	CSN9	tagged	visualized	358	NA	
2000	YPL151C	PRP46	tagged	visualized	1770	NA	
1950	YJR062C	NTA1	tagged	visualized	1640	NA	
5322	YDR080W	VPS41	tagged	visualized	1170	NA	
2416	YMR272C	SCS7	tagged	visualized	3290	NA	
3662	YJL096W	MRPL49	tagged	visualized	1840	NA	
3929	YDR328C	SKP1	tagged	visualized	not visualized	NA	
1866	YER081W	SER3	tagged	visualized	7670	NA	
3095	YFR041C		tagged	visualized	not visualized	NA	
3041	YOL056W	GPM3	tagged	visualized	3730	NA	
922	YIL144W	TID3	tagged	visualized	1160	NA	
2974	YBR061C	TRM7	tagged	visualized	4110	NA	
2573	YOL042W	NGL1	tagged	visualized	3480	NA	
2148	YDR300C	PRO1	tagged	visualized	10400	NA	
2319	YMR201C	RAD14	tagged	visualized	1030	NA	
773	YGR264C	MES1	tagged	visualized	85000	26800.0	
842	YMR172W	HOT1	tagged	visualized	149	NA	
2905	YDR353W	TRR1	tagged	visualized	292000	NA	
2205	YDL033C		tagged	visualized	1510	NA	
1482	YOR002W	ALG6	tagged	visualized	not visualized	NA	
153	YDR159W	SAC3	tagged	visualized	339	NA	
202	YLR189C	UGT51	tagged	visualized	396	NA	
1295	YNL076W	MKS1	tagged	visualized	not visualized	NA	
454	YDL220C	CDC13	tagged	visualized	319	31.0	
368	YOR127W	RGA1	tagged	visualized	396	NA	
3056	YGR044C	RME1	tagged	visualized	not visualized	NA	
2266	YMR235C	RNA1	tagged	visualized	52200	11200.0	
1579	YCL043C	PDI1	tagged	visualized	low signal	NA	
553	YPR105C	COG4	tagged	visualized	1620	NA	
1177	YLR206W	ENT2	tagged	visualized	1970	NA	
4245	YCR087C-A		tagged	visualized	3430	NA	
5905	YPL215W	CBP3	tagged	visualized	14200	NA	
1644	YBR139W		tagged	visualized	1420	NA	
3647	YER139C		tagged	visualized	5480	NA	
2890	YHR198C		tagged	visualized	1350	NA	
2132	YDL001W	RMD1	tagged	visualized	952	NA	
2621	YPR040W	TIP41	tagged	visualized	5710	NA	
5540	YNL268W	LYP1	tagged	visualized	2580	NA	
353	YDR060W	MAK21	tagged	visualized	15000	NA	
2340	YLR226W	BUR2	tagged	visualized	2910	NA	
3496	YOL032W		tagged	visualized	1910	NA	
1444	YBR248C	HIS7	tagged	visualized	11800	NA	
5104	YNL211C		tagged	visualized	low signal	NA	
3174	YDL083C	RPS16B	tagged	visualized	not visualized	NA	
5652	YGR119C	NUP57	tagged	visualized	9310	1120.0	
303	YPR042C	PUF2	tagged	visualized	377	NA	
1965	YMR135C	GID8	tagged	visualized	639	NA	
5936	YDR492W		tagged	visualized	technical problem	NA	
5824	YJL171C		tagged	visualized	5530	NA	
84	YDR334W	SWR1	tagged	visualized	656	NA	
806	YKL078W	DHR2	tagged	visualized	721	NA	
1832	YPR034W	ARP7	tagged	visualized	1360	NA	
1191	YER036C	KRE30	tagged	visualized	17600	NA	
5636	YNL048W	ALG11	tagged	visualized	3140	NA	
4408	YBL059C-A		tagged	visualized	279	NA	
6031	YHL026C		tagged	visualized	830	NA	
5733	YJL002C	OST1	tagged	visualized	11900	NA	
2087	YMR240C	CUS1	tagged	visualized	1830	60.9	
422	YGR162W	TIF4631	tagged	visualized	9760	NA	
5087	YDR250C		tagged	visualized	low signal	NA	
2490	YFR024C	YSC85	tagged	visualized	18000	NA	
3914	YGR251W		tagged	visualized	1460	NA	
3412	YPR060C	ARO7	tagged	visualized	low signal	NA	
438	YML109W	ZDS2	tagged	visualized	105	NA	
3348	YGL237C	HAP2	tagged	visualized	low signal	NA	
943	YDR172W	SUP35	tagged	visualized	78900	9520.0	
5525	YOR175C		tagged	visualized	technical problem	NA	
3274	YGL085W		tagged	visualized	704	NA	
590	YNL041C	COG6	tagged	visualized	1720	NA	
1207	YPL005W		tagged	visualized	1760	NA	
2551	YDR158W	HOM2	tagged	visualized	18400	NA	
788	YJL099W	CHS6	tagged	visualized	1180	NA	
1311	YMR282C	AEP2	tagged	visualized	2680	NA	
1697	YDR516C	EMI2	tagged	visualized	10600	NA	
1778	YPR001W	CIT3	tagged	visualized	not visualized	NA	
3749	YIL132C	CSM2	tagged	visualized	414	NA	
1126	YKL155C	RSM22	tagged	visualized	1900	NA	
218	YJL092W	HPR5	tagged	visualized	5190	NA	
4282	YDR063W		tagged	visualized	3040	NA	
3512	YLR301W		tagged	visualized	15400	NA	
267	YNL163C	RIA1	tagged	visualized	7770	NA	
1043	YGR083C	GCD2	tagged	visualized	10300	1000.0	
1801	YHR024C	MAS2	tagged	visualized	31400	2460.0	
1026	YGL066W	SGF73	tagged	visualized	486	NA	
3692	YBR066C	NRG2	tagged	visualized	704	NA	
6111	YCR027C	RHB1	tagged	visualized	1600	NA	
2185	YDR005C	MAF1	tagged	visualized	1720	NA	
2400	YGR279C	SCW4	tagged	visualized	6190	NA	
1529	YBR239C		tagged	visualized	85.5	NA	
4963	YMR244C-A		tagged	visualized	721	NA	
2067	YGR252W	GCN5	tagged	visualized	1180	NA	
5778	YNL280C	ERG24	tagged	visualized	1600	NA	
5732	YPR036W	VMA13	tagged	visualized	22500	NA	
3561	YLR390W-A	CCW14	tagged	visualized	42000	NA	
1781	YLR108C		tagged	visualized	189	NA	
3071	YBR160W	CDC28	tagged	visualized	6670	NA	
470	YKR089C		tagged	visualized	195	NA	
4517	YOL134C		tagged	visualized	not visualized	NA	
5667	YLL055W		tagged	visualized	not visualized	NA	
3971	YDR454C	GUK1	tagged	visualized	20500	NA	
958	YPR074C	TKL1	tagged	visualized	40300	NA	
1595	YKL116C	PRR1	tagged	visualized	1510	NA	
2221	YNL248C	RPA49	tagged	visualized	low signal	NA	
3409	YLL045C	RPL8B	tagged	visualized	80200	NA	
1429	YBR196C	PGI1	tagged	visualized	91600	34200.0	
169	YJL197W	UBP12	tagged	visualized	7110	NA	
3632	YLR406C	RPL31B	tagged	visualized	57500	NA	
5373	YGR157W	CHO2	tagged	visualized	1810	NA	
2606	YPL152W	RRD2	tagged	visualized	2430	NA	
1915	YGR004W		tagged	visualized	238	NA	
2804	YMR142C	RPL13B	tagged	visualized	54200	NA	
5874	YGR028W	MSP1	tagged	visualized	3530	NA	
5161	YBR162W-A	YSY6	tagged	visualized	846	NA	
3481	YGR034W	RPL26B	tagged	visualized	33200	NA	
1342	YER124C	DSE1	tagged	visualized	3080	NA	
1142	YMR119W	ASI1	tagged	visualized	not visualized	NA	
6172	YIL016W	SNL1	tagged	visualized	3350	NA	
68	YNL139C	RLR1	tagged	visualized	521	NA	
5119	YBL071W-A	KTI11	tagged	visualized	8400	NA	
5717	YOL062C	APM4	tagged	visualized	3410	NA	
2518	YGR052W		tagged	visualized	339	NA	
6076	YKL041W	VPS24	tagged	visualized	1890	NA	
1364	YLR120C	YPS1	tagged	visualized	5440	NA	
2116	YNL220W	ADE12	tagged	visualized	56800	NA	
1663	YPL140C	MKK2	tagged	visualized	1950	NA	
3190	YLR312W-A	MRPL15	tagged	visualized	6490	NA	
2724	YHR106W	TRR2	tagged	visualized	414	NA	
4930	YDR115W		tagged	visualized	195	NA	
4204	YNL185C	MRPL19	tagged	visualized	3190	NA	
2937	YGR231C	PHB2	tagged	visualized	2850	NA	
3884	YDR032C	PST2	tagged	visualized	2330	NA	
3125	YOL093W	TRM10	tagged	visualized	4090	NA	
320	YJL098W	SAP185	tagged	visualized	11200	NA	
3826	YMR121C	RPL15B	tagged	visualized	721	NA	
3426	YIR035C		tagged	visualized	2370	NA	
405	YBR079C	RPG1	tagged	visualized	52700	4350.0	
1763	YPL254W	HFI1	tagged	visualized	7950	NA	
2202	YOR245C	DGA1	tagged	visualized	907	NA	
4566	YJR063W	RPA12	tagged	visualized	8450	NA	
2535	YDR531W		tagged	visualized	6190	NA	
2457	YLR105C	SEN2	tagged	visualized	319	53.5	
1897	YNL317W	PFS2	tagged	visualized	7810	965.0	
6001	YMR149W	SWP1	tagged	visualized	8450	NA	
1027	YLR369W	SSQ1	tagged	visualized	5550	NA	
116	YLR086W	SMC4	tagged	visualized	573	NA	
3140	YDR450W	RPS18A	tagged	visualized	48100	NA	
1260	YDR294C	DPL1	tagged	visualized	13100	NA	
1008	YLR002C	NOC3	tagged	visualized	11700	NA	
1980	YKL108W	SLD2	tagged	visualized	656	NA	
3325	YOR062C		tagged	visualized	2010	NA	
5539	YCR023C		tagged	visualized	low signal	NA	
875	YNL021W	HDA1	tagged	visualized	3050	NA	
637	YLR095C	IOC2	tagged	visualized	7520	NA	
3963	YLR254C		tagged	visualized	1540	NA	
3708	YJR074W	MOG1	tagged	visualized	2840	NA	
3898	YDL166C	FAP7	tagged	visualized	8350	NA	
3693	YIL007C	NAS2	tagged	visualized	846	NA	
4852	YJL179W	PFD1	tagged	visualized	721	NA	
15	YLR430W	SEN1	tagged	visualized	125	NA	
5430	YPR003C		tagged	visualized	low signal	NA	
5510	YDR456W	NHX1	tagged	visualized	521	NA	
3024	YJR013W		tagged	visualized	low signal	NA	
4534	YGL127C	SOH1	tagged	visualized	468	NA	
1325	YGR278W	CWC22	tagged	visualized	3260	NA	
2923	YMR048W	CSM3	tagged	visualized	358	NA	
2706	YDL175C	AIR2	tagged	visualized	1800	NA	
335	YNL327W	EGT2	tagged	visualized	not visualized	NA	
5449	YJL112W	MDV1	tagged	visualized	3730	NA	
4120	YPR063C		tagged	visualized	2140	NA	
1414	YEL058W	PCM1	tagged	visualized	14700	NA	
6096	YAL007C	ERP2	tagged	visualized	26300	NA	
1345	YLL012W		tagged	visualized	7770	NA	
3466	YPR143W		tagged	visualized	6200	NA	
4440	YOL012C	HTZ1	tagged	visualized	2840	NA	
2671	YKR071C	DRE2	tagged	visualized	1050	NA	
5793	YOR266W	PNT1	tagged	visualized	1460	NA	
2438	YPR140W		tagged	visualized	1340	NA	
186	YHR155W		tagged	visualized	1170	NA	
688	YDR034C	LYS14	tagged	visualized	450	NA	
976	YDR295C	PLO2	tagged	visualized	1500	NA	
386	YBL085W	BOI1	tagged	visualized	1040	NA	
487	YML093W	UTP14	tagged	visualized	1470	NA	
520	YOR141C	ARP8	tagged	visualized	1010	NA	
2299	YLR328W	NMA1	tagged	visualized	5130	NA	
1092	YNL020C	ARK1	tagged	visualized	1550	NA	
1548	YGL190C	CDC55	tagged	visualized	8600	NA	
3243	YIL052C	RPL34B	tagged	visualized	21000	NA	
3361	YGL046W		tagged	visualized	3040	NA	
1682	YKR063C	LAS1	tagged	visualized	647	47.0	
3734	YDR177W	UBC1	tagged	visualized	8940	NA	
3616	YDR043C	NRG1	tagged	visualized	556	NA	
1073	YAL005C	SSA1	tagged	visualized	269000	NA	
741	YJL090C	DPB11	tagged	visualized	540	55.4	
5954	YDL015C	TSC13	tagged	visualized	23600	NA	
51	YMR229C	RRP5	tagged	visualized	8860	NA	
3987	YER034W		tagged	visualized	1100	NA	
1395	YDR261C	EXG2	tagged	visualized	2410	NA	
3677	YGR038W	ORM1	tagged	visualized	2800	NA	
2588	YGR048W	UFD1	tagged	visualized	3530	NA	
5499	YNL095C		tagged	visualized	low signal	NA	
1277	YOR308C	SNU66	tagged	visualized	low signal	NA	
6191	YGR183C	QCR9	tagged	visualized	4550	NA	
3079	YGR017W		tagged	visualized	2840	NA	
1747	YFR024C-A	LSB3	tagged	visualized	3670	NA	
4315	YBR282W	MRPL27	tagged	visualized	2250	NA	
1498	YDR145W	TAF12	tagged	visualized	930	45.0	
889	YAR014C	BUD14	tagged	visualized	538	NA	
1666	YLR015W	BRE2	tagged	visualized	1310	NA	
4551	YER071C		tagged	visualized	799	NA	
5274	YIL147C	SLN1	tagged	visualized	656	NA	
1645	YLR121C	YPS3	tagged	visualized	low signal	NA	
5257	YBR097W	VPS15	tagged	visualized	279	NA	
2876	YJL006C	CTK2	tagged	visualized	1590	NA	
723	YJL033W	HCA4	tagged	visualized	7900	NA	
2417	YNR015W	SMM1	tagged	visualized	2650	NA	
5809	YLR380W	CSR1	tagged	visualized	9600	NA	
2503	YNL005C	MRP7	tagged	visualized	2290	NA	
5575	YNL065W	AQR1	tagged	visualized	not visualized	NA	
5303	YCR067C	SED4	tagged	visualized	low signal	NA	
5148	YNL162W-A		tagged	visualized	396	NA	
5230	YFL007W	BLM3	tagged	visualized	2600	NA	
4048	YBL090W	MRP21	tagged	visualized	1270	NA	
2164	YBR130C	SHE3	tagged	visualized	1010	NA	
133	YIL126W	STH1	tagged	visualized	1990	NA	
623	YPL153C	RAD53	tagged	visualized	6900	1160.0	
4675	YOL005C	RPB11	tagged	visualized	4280	NA	
1935	YLR090W	XDJ1	tagged	visualized	1210	NA	
4803	YCR060W		tagged	visualized	1660	NA	
3308	YBL095W		tagged	visualized	704	NA	
5950	YBR039W	ATP3	tagged	visualized	28100	NA	
908	YBR255W		tagged	visualized	396	NA	
671	YPL045W	VPS16	tagged	visualized	1300	NA	
5777	YOR316C	COT1	tagged	visualized	2070	NA	
2960	YFR034C	PHO4	tagged	visualized	not visualized	NA	
4222	YMR002W		tagged	visualized	6960	NA	
1176	YDL229W	SSB1	tagged	visualized	170000	NA	
5086	YKL096W-A	CWP2	tagged	visualized	1590000	NA	
286	YPL160W	CDC60	tagged	visualized	158000	NA	
1563	YBR138C	HDR1	tagged	visualized	195	NA	
1227	YGL125W	MET13	tagged	visualized	8600	NA	
2068	YLR085C	ARP6	tagged	visualized	238	NA	
201	YML091C	RPM2	tagged	visualized	1160	NA	
5246	YJL222W	VTH2	tagged	visualized	279	NA	
4391	YPR100W	MRPL51	tagged	visualized	3390	NA	
437	YMR124W		tagged	visualized	166	NA	
2320	YEL037C	RAD23	tagged	visualized	10900	NA	
4549	YEL008W		tagged	visualized	low signal	NA	
1058	YNL167C	SKO1	tagged	visualized	504	NA	
5498	YLR139C	SLS1	tagged	visualized	3430	NA	
1192	YGL116W	CDC20	tagged	visualized	not visualized	NA	
5635	YBR008C	FLR1	tagged	visualized	not visualized	NA	
3600	YGR235C		tagged	visualized	5220	NA	
1394	YDL042C	SIR2	tagged	visualized	3350	NA	
4001	YJR094W-A	RPL43B	tagged	visualized	45500	NA	
504	YLR357W	RSC2	tagged	visualized	2330	NA	
168	YGL133W	ITC1	tagged	visualized	2610	NA	
3733	YCR020C	PET18	tagged	visualized	195	NA	
1481	YDR235W	PRP42	tagged	visualized	1730	80.3	
707	YDR208W	MSS4	tagged	visualized	not visualized	NA	
5399	YDL095W	PMT1	tagged	visualized	41500	NA	
150	YNL250W	RAD50	tagged	visualized	830	NA	
3293	YIL148W	RPL40A	tagged	visualized	11800	NA	
2652	YJR060W	CBF1	tagged	visualized	6890	NA	
455	YCR057C	PWP2	tagged	visualized	16700	3090.0	
2267	YNL078W	NIS1	tagged	visualized	504	NA	
824	YJR119C		tagged	visualized	290	NA	
3173	YBR011C	IPP1	tagged	visualized	68400	NA	
6207	YJR086W	STE18	tagged	visualized	5550	NA	
3094	YDR233C	RTN1	tagged	visualized	37100	NA	
537	YDR089W		tagged	visualized	172	NA	
3718	YPL220W	RPL1A	tagged	visualized	116000	NA	
774	YKR029C	SET3	tagged	visualized	623	NA	
4297	YHR136C	SPL2	tagged	visualized	2180	NA	
5323	YOL084W	PHM7	tagged	visualized	not visualized	NA	
3513	YHR041C	SRB2	tagged	visualized	1720	NA	
841	YDL167C	NRP1	tagged	visualized	3570	NA	
1867	YIL074C	SER33	tagged	visualized	2010	NA	
6219	YBR058C-A	TSC3	tagged	visualized	not visualized	NA	
3930	YGL068W		tagged	visualized	6940	NA	
923	YDL141W	BPL1	tagged	visualized	1970	NA	
4474	YKL138C	MRPL31	tagged	visualized	2120	NA	
1294	YML070W	DAK1	tagged	visualized	23600	NA	
2975	YDR068W	DOS2	tagged	visualized	3270	NA	
370	YGL241W	KAP114	tagged	visualized	2940	NA	
2977	YGL161C	YIP5	tagged	visualized	937	NA	
4818	YLR204W	QRI5	tagged	visualized	not visualized	NA	
2637	YDR451C	YHP1	tagged	visualized	low signal	NA	
4171	YDR155C	CPR1	tagged	visualized	86000	NA	
5844	YOL044W	PEX15	tagged	visualized	1070	NA	
5288	YLR096W	KIN2	tagged	visualized	not visualized	NA	
3212	YEL005C	VAB2	tagged	visualized	low signal	NA	
1009	YNR053C	NOG2	tagged	visualized	67700	NA	
807	YHR149C		tagged	visualized	1550	NA	
6030	YAL039C	CYC3	tagged	visualized	3870	NA	
1966	YNL206C	RTT106	tagged	visualized	11100	NA	
16	YNL262W	POL2	tagged	visualized	1970	NA	
4911	YBR262C		tagged	visualized	2550	NA	
3764	YBR071W		tagged	visualized	1200	NA	
3330	YEL019C	MMS21	tagged	visualized	2800	NA	
1125	YDR365C		tagged	visualized	656	NA	
2149	YDR394W	RPT3	tagged	visualized	not visualized	NA	
2033	YOR244W	ESA1	tagged	visualized	1170	NA	
5651	YML116W	ATR1	tagged	visualized	1720	NA	
554	YGR071C		tagged	visualized	1050	NA	
1178	YNL209W	SSB2	tagged	visualized	104000	NA	
2339	YKR059W	TIF1	tagged	visualized	106000	NA	
2740	YOL007C	CSI2	tagged	visualized	not visualized	NA	
3230	YML041C	VPS71	tagged	visualized	technical problem	NA	
354	YGR047C	TFC4	tagged	visualized	876	NA	
83	YKL101W	HSL1	tagged	visualized	low signal	NA	
1378	YNR023W	SNF12	tagged	visualized	not visualized	NA	
268	YBR059C	AKL1	tagged	visualized	3000	NA	
5971	YKR052C	MRS4	tagged	visualized	1340	NA	
4945	YBL001C	ECM15	tagged	visualized	1900	NA	
3110	YER117W	RPL23B	tagged	visualized	not visualized	NA	
5482	YLL043W	FPS1	tagged	visualized	907	NA	
2086	YLR203C	MSS51	tagged	visualized	4800	NA	
2383	YGR112W	SHY1	tagged	visualized	623	NA	
4081	YDL219W	DTD1	tagged	visualized	4610	NA	
4567	YKL192C	ACP1	tagged	visualized	60500	NA	
3867	YFL031W	HAC1	tagged	visualized	8970	NA	
4407	YBL026W	LSM2	tagged	visualized	2210	NA	
3393	YOR039W	CKB2	tagged	visualized	7160	NA	
421	YNL127W	FAR11	tagged	visualized	1080	NA	
101	YGR116W	SPT6	tagged	visualized	8890	NA	
5986	YLR348C	DIC1	tagged	visualized	3390	NA	
3411	YOR152C		tagged	visualized	1890	NA	
4281	YDL121C		tagged	visualized	3260	NA	
2186	YBL091C	MAP2	tagged	visualized	1080	NA	
2385	YNL035C		tagged	visualized	3970	NA	
3497	YLR211C		tagged	visualized	technical problem	NA	
5179	YDL061C	RPS29B	tagged	visualized	5410	NA	
5749	YPL172C	COX10	tagged	visualized	not visualized	NA	
589	YKL022C	CDC16	tagged	visualized	2750	651.0	
1528	YLR313C	SPH1	tagged	visualized	672	NA	
1445	YML069W	POB3	tagged	visualized	22400	9560.0	
3646	YDR296W	MHR1	tagged	visualized	2610	NA	
2904	YDR175C	RSM24	tagged	visualized	3150	NA	
1779	YML085C	TUB1	tagged	visualized	5590	NA	
2685	YOR262W		tagged	visualized	9230	NA	
2826	YKR013W	PRY2	tagged	visualized	not visualized	NA	
1042	YDR118W	APC4	tagged	visualized	1330	85.3	
4962	YML058W	SML1	tagged	visualized	18800	NA	
2204	YCL044C		tagged	visualized	3410	NA	
2622	YBL068W	PRS4	tagged	visualized	5280	NA	
3057	YIL061C	SNP1	tagged	visualized	736	NA	
2803	YGR043C		tagged	visualized	1920	NA	
3560	YJL121C	RPE1	tagged	visualized	3310	NA	
1578	YPL247C		tagged	visualized	799	NA	
3709	YLR363C	NMD4	tagged	visualized	6090	NA	
219	YJR041C		tagged	visualized	1660	NA	
2249	YGR142W	BTN2	tagged	visualized	technical problem	NA	
942	YLR399C	BDF1	tagged	visualized	8100	NA	
184	YMR304W	UBP15	tagged	visualized	2810	NA	
3915	YJL030W	MAD2	tagged	visualized	1110	NA	
1882	YHR215W	PHO12	tagged	visualized	3290	NA	
2889	YER037W	PHM8	tagged	visualized	195	NA	
235	YLR410W	VIP1	tagged	visualized	8810	NA	
1981	YLR231C	BNA5	tagged	visualized	3060	NA	
2165	YGR156W	PTI1	tagged	visualized	937	NA	
5920	YKL120W	OAC1	tagged	visualized	5350	NA	
3631	YOR283W		tagged	visualized	8300	NA	
2048	YKR044W	UIP5	tagged	visualized	319	NA	
2938	YPL157W	TGS1	tagged	visualized	not visualized	NA	
2859	YDR530C	APA2	tagged	visualized	1770	NA	
1259	YOR073W		tagged	visualized	low signal	NA	
5875	YIL076W	SEC28	tagged	visualized	23100	NA	
117	YMR176W	ECM5	tagged	visualized	259	NA	
1985	YBR166C	TYR1	tagged	visualized	2180	NA	
1914	YDR023W	SES1	tagged	visualized	not visualized	NA	
2607	YBR084C-A	RPL19A	tagged	visualized	97700	NA	
2686	YPR180W	AOS1	tagged	visualized	7430	NA	
5718	YOR320C	GNT1	tagged	visualized	238	NA	
337	YEL061C	CIN8	tagged	visualized	238	NA	
319	YNL278W	CAF120	tagged	visualized	1380	NA	
2283	YHL020C	OPI1	tagged	visualized	1280	NA	
4138	YBR230C		tagged	visualized	4750	NA	
5467	YHR042W	NCP1	tagged	visualized	46600	NA	
1662	YOR347C	PYK2	tagged	visualized	2130	NA	
4929	YBR268W	MRPL37	tagged	visualized	1100	NA	
4096	YPL252C	YAH1	tagged	visualized	14800	NA	
2203	YAL061W		tagged	visualized	3090	NA	
2536	YKL114C	APN1	tagged	visualized	7250	NA	
3126	YPL068C		tagged	visualized	technical problem	NA	
3482	YJR113C	RSM7	tagged	visualized	1340	NA	
3827	YNL190W		tagged	visualized	1380	NA	
3189	YLR136C	TIS11	tagged	visualized	not visualized	NA	
4033	YPL249C-A	RPL36B	tagged	visualized	5370	NA	
756	YMR164C	MSS11	tagged	visualized	low signal	NA	
1430	YDR479C	PEX29	tagged	visualized	5040	NA	
1512	YDR434W	GPI17	tagged	visualized	7520	NA	
3324	YKL007W	CAP1	tagged	visualized	4380	NA	
673	YCR077C	PAT1	tagged	visualized	656	NA	
2401	YML107C		tagged	visualized	2210	NA	
1594	YHR170W	NMD3	tagged	visualized	11900	3930.0	
2220	YJR076C	CDC11	tagged	visualized	9280	NA	
1764	YPL262W	FUM1	tagged	visualized	6920	NA	
6097	YBL102W	SFT2	tagged	visualized	279	NA	
2670	YGL039W		tagged	visualized	2340	NA	
5734	YMR153W	NUP53	tagged	visualized	2060	NA	
1377	YLR417W	VPS36	tagged	visualized	2470	NA	
5355	YIL047C	SYG1	tagged	visualized	1160	NA	
5256	YIL115C	NUP159	tagged	visualized	1230	NA	
570	YBR237W	PRP5	tagged	visualized	358	NA	
3545	YPL199C		tagged	visualized	2130	NA	
2384	YMR305C	SCW10	tagged	visualized	10500	NA	
3694	YLR199C		tagged	visualized	1350	NA	
1898	YPR152C		tagged	visualized	1310	NA	
5431	YOR321W	PMT3	tagged	visualized	2720	NA	
5071	YDL045W-A	MRP10	tagged	visualized	259	NA	
1209	YGR103W	NOP7	tagged	visualized	4530	NA	
2788	YGR058W		tagged	visualized	1630	NA	
3261	YLR344W	RPL26A	tagged	visualized	technical problem	NA	
638	YMR309C	NIP1	tagged	visualized	78900	6150.0	
5304	YPR055W	SEC8	tagged	visualized	not visualized	NA	
588	YJL204C	RCY1	tagged	visualized	2700	NA	
336	YER114C	BOI2	tagged	visualized	688	NA	
5229	YKR095W	MLP1	tagged	visualized	2710	NA	
3023	YGR277C		tagged	visualized	3610	NA	
5557	YKR039W	GAP1	tagged	visualized	not visualized	NA	
1160	YGR013W	SNU71	tagged	visualized	782	266.0	
3615	YDL010W		tagged	visualized	1640	NA	
5904	YEL006W		tagged	visualized	1630	NA	
252	YGR134W	CAF130	tagged	visualized	1320	NA	
6002	YNL003C	PET8	tagged	visualized	521	NA	
