ORF Name	Plate No.	Well No.
YMR292W	GFP(+)43	H10
YPL234C	GFP(+)43	A11
YEL027W	GFP(+)43	B11
YIL016W	GFP(+)43	C11
YJL143W	GFP(+)43	D11
YGL187C	GFP(+)43	E11
YIL065C	GFP(+)43	F11
YNL052W	GFP(+)43	G11
YNL131W	GFP(+)43	H11
YPL170W	GFP(+)43	A12
YLL052C	GFP(+)43	B12
YHR051W	GFP(+)43	C12
YFR033C	GFP(+)43	D12
YJR058C	GFP(+)43	E12
YNL328C	GFP(+)43	F12
YKL006C-A	GFP(+)43	G12
YPR017C	GFP(+)43	H12
YGL054C	GFP(+)44	A1
YGR183C	GFP(+)44	B1
YGL226C-A	GFP(+)44	C1
YDR519W	GFP(+)44	D1
YLR110C	GFP(+)44	E1
YPL192C	GFP(+)44	F1
YER072W	GFP(+)44	G1
YDR529C	GFP(+)44	H1
YGR020C	GFP(+)44	A2
YOR327C	GFP(+)44	B2
YPR020W	GFP(+)44	C2
YEL039C	GFP(+)44	D2
YJR086W	GFP(+)44	E2
YGR209C	GFP(+)44	F2
YLR043C	GFP(+)44	G2
YJR010C-A	GFP(+)44	H2
YER087C-A	GFP(+)44	A3
YBR058C-A	GFP(+)44	B3
YDR086C	GFP(+)44	C3
YGR105W	GFP(+)44	D3
YML129C	GFP(+)44	E3
YOL077W-A	GFP(+)44	F3
YPL271W	GFP(+)44	G3
YOR045W	GFP(+)44	H3
YMR256C	GFP(+)44	A4
YNL070W	GFP(+)44	B4
YML081C-A	GFP(+)44	C4
YDR276C	GFP(+)44	D4
YEL017C-A	GFP(+)44	E4
YCR024C-A	GFP(+)44	F4
YDL232W	GFP(+)44	G4
